Bucket0,Bucket1,Bucket2,Bucket3,Bucket4,Bucket5,Bucket6,Bucket7,Bucket8,Bucket9,Bucket10,Bucket11,Bucket12,Bucket13,Bucket14,Bucket15,Bucket16,Bucket17,Bucket18,Bucket19,Bucket20,Bucket21,Bucket22,Bucket23,Bucket24,Bucket25,Bucket26,Bucket27,Bucket28,Bucket29,Bucket30,Bucket31,Bucket32,Bucket33,Bucket34,Bucket35,Bucket36,Bucket37,Bucket38,Bucket39,Bucket40,Bucket41
31927200,36212400,28319800,21710100,29796400,28159900,27115600,24754000,29776000,30197600,30204900,32972100,31964800,25038600,34968500,36587000,31599900,32091400,30849600,33472200,65115500,5363,5439,5548,4279,5265,5363,5363,5363,5363,5363,5363,5363,5363,5363,5363,5363,5363,5363,5363,5363,5363
29929900,19745200,27424300,26705000,37189800,31628000,36970400,35442300,29838200,26148900,23983400,29853700,29862900,35175600,32118300,27602000,20254000,25231800,24878400,30042200,24918100,3823,3901,4036,3147,3804,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823,3823
55333100,62070500,55976000,58881000,57918600,60027100,49661400,59962300,62056900,59118900,52406700,56327600,60115100,62496500,62691700,61295300,73774000,89671900,100362900,49791900,52200500,12755,12829,12830,12844,12852,12997,12997,12997,12997,13000,12943,12943,12943,12943,12943,13581,14648,16788,20996,11007,11970
67347100,59458500,80397000,72274600,55445500,65390400,52772200,64071200,59773800,62111000,62076800,57980300,59884800,64695300,61311800,64170700,70895600,88369600,100866800,47799100,57566200,11979,12051,12052,12065,12073,12208,12208,12208,12208,12211,12156,12156,12156,12156,12156,12657,14060,16697,20857,10743,11409
65637800,60189000,62217900,59898200,67834900,62029500,72424600,79668900,77276600,68313500,57820400,60318200,59872800,55152100,54683100,60216700,63036900,67038300,85628300,49679400,45668000,12162,12238,12248,12253,12262,12400,12400,12400,12400,12400,12345,12345,12345,12345,12345,12345,13664,15366,19249,9954,11403
73643500,70032000,75156900,74747200,71868100,68370900,74298900,73178100,70218200,72230800,69753800,80065500,82107400,81221100,76412100,76575400,80027900,87994500,108001900,102076600,118582700,15971,16055,16065,16070,16079,16225,16225,16225,16225,16225,16239,16166,16166,16166,16166,16166,16166,16862,18867,21813,24787
67510200,63147100,66499600,60205300,69911400,60119800,65235900,64864400,60052400,60054400,71778300,66348000,56995900,64631800,67931300,61301600,60072800,64518500,57712300,64401100,63637100,14112,14194,14204,14209,14209,14236,14366,14366,14366,14366,14367,14385,14308,14308,14308,14308,14308,14308,14308,14308,14568
82108500,67503700,100226000,67839900,66222400,63700400,64342200,62050000,65848500,62377800,59167500,68225700,64858300,64925900,63067400,82076100,70216400,66309100,78415800,69281600,90862800,14468,14548,14563,14563,14563,14590,14726,14726,14726,14726,14727,14669,14669,14669,14669,14669,14669,14669,14669,14669,15022
76108000,73913800,77656400,91957100,69548900,71078100,84878400,78890700,83048400,68001500,71910400,58118200,77765800,67357100,66843500,70891800,66945300,76005900,66325200,66271500,69913700,15449,15533,15548,15548,15548,15575,15715,15715,15715,15715,15716,15656,15656,15656,15656,15656,15656,15656,15656,15780,16019
75603900,71781300,77822700,69318600,74734600,60120900,76255700,59668000,79041400,68614400,72671900,75734200,73863600,70121100,59762600,74652600,72725600,64775500,65323400,63038200,72563600,14740,14820,14835,14835,14844,14858,14998,14998,14998,14998,14999,14941,14941,14941,14941,14941,14941,14941,14941,15230,15761
90409400,67715800,64865000,71419100,68144100,65379200,69964200,67725000,67867400,64575700,70354200,66219400,63152900,68376800,65862700,72910000,68372500,67928800,66605700,69914700,70151400,15146,15224,15239,15239,15239,15262,15400,15400,15400,15400,15400,15429,15344,15344,15344,15344,15344,15344,15344,15344,15344
79687800,71223400,78444300,77573500,92941900,78107700,73807600,71480600,79217900,81167300,72391900,70367700,80983900,76592100,71803500,80333300,71435500,95362300,71120100,72207100,67569100,15282,15365,15380,15380,15389,15404,15537,15537,15537,15537,15538,15479,15479,15479,15479,15479,15479,15479,15479,15617,15850
62002500,54420200,77844500,54812500,55162500,56284800,58369900,67457800,65926300,49987200,49794900,62773300,57367000,49987100,50011800,49828400,60064400,50019600,49875100,49954300,52873800,11883,11965,14241,11397,11883,11883,11883,11883,11883,11883,11883,11883,11883,11883,11883,11883,11883,11883,11883,11883,11883
35060200,42621800,47842100,31771500,30782400,32432900,33670100,30734700,41903300,36425700,31946000,37097700,34526300,28363800,31908200,30357600,31409700,29047500,37391400,29679700,29969000,6488,6570,9670,6298,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488
35803300,32441500,41558800,31952200,31623300,28748700,36278500,30527800,31038900,25607500,30294300,29882400,37179000,25411300,37447100,29864300,30239800,29955400,29940200,32114800,44122900,6424,6497,8762,5943,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424,6424
52899800,45847100,44197900,73259700,50851600,35935700,40074400,52222900,44207300,43525400,52489600,39986100,49899000,47771300,45042300,48889600,42230500,48349000,45636100,48228500,49271600,9078,9153,9208,15759,8987,9078,9078,9078,9078,9078,9078,9078,9078,9078,9078,9078,9078,9078,9078,9078,9078
68708100,70514400,90010900,130231500,91737800,93769600,89943100,66055800,67633800,61577100,59923000,64613700,70014800,60166600,60030100,59778000,75605700,62587800,61644200,60166500,77528100,14773,14858,18448,25982,14726,14773,14773,14773,14773,14773,14773,14773,14773,14773,14773,14773,14773,14773,14773,14773,14773
107246900,88646200,95396200,133361500,78450800,77926900,81614700,92468900,86418400,81177100,90385800,102214700,95721700,101901600,93921800,81770800,90173900,93963400,90136200,92078300,87759500,16169,16254,18570,26345,15984,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169
63978900,80367700,82155200,92542000,50507000,63850800,51055800,54471900,47756400,49843900,57583900,62011900,63362100,67830500,56754300,49980300,53506800,48843800,57897800,60029100,49826900,12028,12109,14051,21444,12028,12028,12028,12028,12028,12028,12028,12028,12028,12028,12028,12028,12028,12028,12028,12028,12028
65324100,61115800,87780700,119816800,55946600,67404300,52356600,62826800,57308300,60023600,55938000,53626700,63951600,62147000,58235200,56189300,59490700,64405000,70724700,54986000,60056400,13641,13727,15750,23953,13619,13641,13641,13641,13641,13641,13641,13641,13641,13641,13641,13641,13641,13641,13641,13641,13641
71678500,63906000,85405100,110319800,50143500,63965700,79299700,71365300,68537100,69285800,65371000,60103100,69855200,59918300,54807200,55571700,76227600,63722500,59880000,62342900,65428300,13009,13091,15112,23205,12987,13009,13009,13009,13009,13009,13009,13009,13009,13009,13009,13009,13009,13009,13009,13009,13009
81285400,72366100,69849000,107508600,60057300,60218300,59790700,59952800,60231700,82319700,61506700,64075700,51951400,65264400,61125300,59248200,54550900,70032900,59706200,60367100,61768100,13975,14052,15999,24837,13892,13975,13975,13975,13975,13975,13975,13975,13975,13975,13975,13975,13975,13975,13975,13975,13975
129433600,128705700,122074900,203368700,108554600,111737800,111804100,110643500,111704100,104773800,107292000,88252800,104060200,102695900,101208400,98912300,118031200,109799100,115083200,103033600,98001900,24576,24662,28174,42311,24161,24576,24576,24576,24576,24576,24576,24576,24576,24576,24576,24576,24576,24576,24576,24576,24576
109773500,125911600,124203000,183991300,95561000,107673700,108429400,109988500,127699800,112293300,112345300,117678400,102454200,107621800,99180300,95334600,109669300,110186000,119799900,108852200,108753800,24212,24294,27505,41488,23596,24212,24212,24212,24212,24212,24212,24212,24212,24212,24212,24212,24212,24212,24212,24212,24212
132100400,123969200,153626600,180558800,243703400,123721000,122638600,129753800,121814000,126093200,124059200,130418100,122411100,116634400,106467300,109472000,112651900,108920500,118443400,119452200,123299800,27483,27563,33199,40323,52369,27259,27483,27483,27483,27483,27483,27483,27483,27483,27483,27483,27483,27483,27483,27483,27483
110768100,102801200,128044100,155006200,96000400,108146300,100278700,107148400,90329200,111535600,96728000,99710600,99992800,90296200,89950200,91871800,110055600,123684200,92702200,87368800,88123500,21582,21655,27645,35004,20728,21499,21582,21582,21582,21582,21582,21582,21582,21582,21582,21582,21582,21582,21582,21582,21582
92466000,87374400,108034000,144265200,85030300,89849600,99596300,92212300,87629600,101866400,90017300,83899700,90590800,87650900,89701000,90675200,89642800,85237300,84608300,107904000,91848000,20854,20927,26577,33444,20020,20834,20854,20854,20854,20854,20854,20854,20854,20854,20854,20854,20854,20854,20854,20854,20854
142047700,113942000,148511200,155442200,235496500,132921400,131475800,110095200,159967400,146975400,117315800,109067100,108303300,118292700,113204600,118096900,120426300,124189300,109045000,115119600,109862600,27875,27952,34336,40089,53219,27651,27875,27875,27875,27875,27875,27875,27875,27875,27875,27875,27875,27875,27875,27875,27875
105172000,179637500,105379300,94684800,110195000,100127500,101652200,108038100,116592700,123619100,127233200,112567900,110259700,109996800,139868800,169782900,200014100,98596300,91732300,99640900,100330800,24151,24227,24254,24254,24534,24797,24823,24823,24823,24735,24754,25253,25351,25999,32248,39054,43744,23645,24048,24151,24151
129575800,141112600,126831000,107634200,112246200,118114300,122443500,129662500,142196900,137824500,139890000,130235700,131496200,132430900,127951800,165740600,206319300,239309300,123467900,125055000,122839200,26066,26140,26160,26170,26178,26586,26780,26788,26788,26791,26722,26722,26722,27367,28124,35466,42751,47840,25616,25923,26066
130733900,121497900,129813900,110290000,116885100,135574700,144761800,125061700,120151600,119828000,111271100,119020900,115029300,120116800,140035000,160899000,191017600,102621900,114908900,105449600,109520800,25213,25285,25305,25314,25323,25493,25649,25853,25864,25875,25796,26334,26406,26530,32951,36926,42625,24146,25010,25213,25213
158815500,173247000,134463100,133103900,139540300,137214300,130082000,152065900,145341700,136659000,169986400,175880800,147256400,147115200,145620800,190420500,214901000,274781700,136341700,133755400,135603900,31051,31125,31143,31151,31160,31326,31430,31660,31678,31695,31611,31611,32144,32264,33506,43808,48747,60231,30661,31051,31051
138150900,141096700,224223300,143446000,119249300,136314200,125285500,140557800,138028400,170401200,142041600,130448300,133185500,130144000,139329200,166403900,174518500,241668000,128224600,125059400,124709000,28918,28988,29006,29018,29023,29177,29274,29495,29513,29523,29448,29448,29951,30039,30105,37799,42885,52578,27967,28857,28918
150460500,137575400,126940300,131179300,128424000,129406200,133528400,130582900,145366500,140318400,134370000,135149200,139818000,144829000,140312800,144836700,166740900,218335000,114228500,125585100,120302900,29529,29597,29615,29627,29632,29788,29906,30173,30191,30201,30127,30127,30127,30738,30801,30867,41063,47091,27627,29136,29529
129871100,130061100,114078700,115923000,118056900,111957000,120278300,119714700,126430800,120542900,118954400,134351300,129583900,142314900,157930700,186057800,104054700,109929400,109995200,118021300,111697400,26231,26301,26325,26325,26592,26780,26843,26843,26846,26764,26782,31872,31975,32119,37615,41669,24736,26008,26231,26231,26231
121278300,117973300,121541300,112672600,145538800,108990700,114228700,108599700,114336800,111600100,107905400,104015400,106166300,128395600,163637000,163449000,201224200,124375300,111656300,110148100,109015900,24265,24335,24362,24362,24616,24765,24873,24873,24873,24793,24810,24840,25336,25410,33045,37897,45996,24058,24265,24265,24265
123737300,114090900,107706000,110363800,99642300,113370900,114939400,113146700,106469100,112429700,107783500,112609100,114795200,106469300,146358500,173848500,196055800,109823700,100010100,130285200,129724300,24215,24287,24314,24319,24600,24777,24895,24895,24895,24897,24831,24831,25360,25480,34159,39796,45324,23764,24215,24215,24215
91331100,88272900,100647800,92449200,81316200,85284100,81145800,74951000,95170600,74980900,82534300,99834900,77572600,95217300,99648300,130109900,140064400,169120600,85611100,92502000,97592000,17964,18024,18050,18055,18059,18438,18546,18546,18546,18547,18489,18489,18489,18991,19095,24643,28852,33622,17774,17964,17964
122352600,108073100,99523800,106838200,145648300,127269300,135080000,139833800,137987400,127624000,93257100,98958000,95088900,106940100,98164500,129748000,160369200,190081900,97999100,96802400,90973000,21339,21405,21431,21436,21672,21861,21993,21993,21993,21994,21933,21933,21933,22541,23120,29236,35219,40094,21144,21339,21339
115926200,108740700,100165000,103947500,106969900,111573500,109665400,95429800,115413800,104454500,102737600,114725700,102790700,109756700,119105800,163506700,176404600,198297300,99145000,94702200,103738000,23045,23111,23145,23149,23505,23721,23838,23838,23838,23839,23774,23774,23819,24503,25115,33273,40044,43953,22935,23045,23045
171942700,155152400,146318400,130895500,127364700,140237000,131024100,139034900,129630000,139960100,140223000,142462400,127723600,143474900,139915800,200380300,256197200,249673200,130118400,129930700,121742400,30125,30198,30222,30231,30468,30679,30796,30796,30796,30797,30733,30733,30775,31442,31555,48012,53853,59123,30101,30125,30125
124542700,127804400,122675600,138337700,131382700,127359600,122749900,120111900,129714900,120209000,122563800,134277000,129767300,123012900,122309600,204118300,214782800,121680500,130491100,131199700,140456200,26673,26746,26767,26776,27007,27204,27321,27321,27321,27322,27260,27260,27260,27902,28482,43332,48032,25588,26508,26673,26673
85736400,82980000,134836300,187480000,82571400,84737100,83004100,82321700,94983200,97496100,95449400,89254900,82747900,102749400,84716400,90953500,94023400,83943600,99136900,102845000,85102000,18535,18614,31817,35333,18535,18535,18535,18535,18535,18535,18535,18535,18535,18535,18535,18535,18535,18535,18535,18535,18535
96413000,87414700,152437700,169922000,87606000,101746000,99410900,96198200,92429300,92435100,87833400,85805500,89489100,109463500,85077700,81645000,78458500,91877400,90426300,80934500,80980100,18474,18556,31680,35104,18472,18474,18474,18474,18474,18474,18474,18474,18474,18474,18474,18474,18474,18474,18474,18474,18474
85106400,74608600,135181600,74924200,75090000,79210100,80699400,71765800,83453000,80090300,74733400,80314000,77091500,67593900,73688000,76302500,90175200,74725200,75208800,85142300,74811900,15881,15957,27697,15542,15881,15881,15881,15881,15881,15881,15881,15881,15881,15881,15881,15881,15881,15881,15881,15881,15881
75221100,65493500,125741700,64090500,61013800,66888600,72822300,64201600,61063400,76218000,73932100,76646700,64499300,70664000,70452200,67380800,62194600,80019600,57867000,62788500,63108900,13247,13321,22091,13049,13247,13247,13247,13247,13247,13247,13247,13247,13247,13247,13247,13247,13247,13247,13247,13247,13247
37795300,41827600,68219500,42689900,40881000,44422100,47321800,54662700,51883700,54157100,49886400,41960000,32137900,51882600,45345400,32778700,41901300,37952500,44922700,34993800,44661400,7699,7809,14482,7682,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699
30604400,26755600,26473800,27364800,27449100,24703300,36446600,29857700,29981800,23782300,32846400,27220100,28210400,21624600,33833300,30870200,25737100,29786400,32224700,27998500,29562100,5449,5655,5216,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449
60755100,52546600,50107900,51691400,61158500,51397300,49432400,48615900,52124300,73253400,56710800,55857300,54792300,60574600,54180500,43747200,48106400,50230100,48232100,49953600,49609700,10055,10252,10013,10055,10055,10055,10055,10055,10055,10055,10055,10055,10055,10055,10055,10055,10055,10055,10055,10055,10055
49691300,55791400,70667300,63765500,58571700,56116300,65364400,69079100,64373400,56314400,50119700,40066000,49853400,60087500,44882600,50778400,44582400,54436400,45283700,50090700,50182600,10341,10534,10319,10341,10341,10341,10341,10341,10341,10341,10341,10341,10341,10341,10341,10341,10341,10341,10341,10341,10341
41254700,40681000,39706400,42383800,41530400,42170600,37903000,33308800,42784000,36124600,66519600,48880400,58954100,43671300,39785200,47532300,32204900,40393100,39600800,40136600,39002400,7978,8178,7976,7978,7978,7978,7978,7978,7978,7978,7978,7978,7978,7978,7978,7978,7978,7978,7978,7978,7978
45541600,39955300,54134900,36138600,59826500,59953600,42196700,57815300,45038500,45315800,46038600,43624200,45325800,39044300,47702900,49852600,48284200,45975300,33994200,49880500,40034100,8711,8927,8711,8711,8711,8711,8711,8711,8711,8711,8711,8711,8711,8711,8711,8711,8711,8711,8711,8711,8711
47788700,47812700,44319000,43797600,45802500,44116200,52049300,40600300,39549600,45673000,57108900,47938700,35172400,45840600,44067700,39943000,40347000,39845600,40098500,39784600,43949200,8467,8679,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467
47835200,43393500,39960200,38503800,44123300,55219600,47291500,38729400,40093000,40263700,41600300,49014900,41640900,52465200,34509100,42484600,41485800,38565900,36860400,37148500,40165100,7797,7986,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797
61904700,69966100,59957300,62400500,50273300,67232500,62078100,57934700,81694100,49568900,63459300,63316500,51960200,59865300,74925900,67334400,60146500,54224600,60243800,59490900,53551100,12685,15560,12685,12685,12685,12685,12685,12685,12685,12685,12685,12685,12685,12685,12685,12685,12685,12685,12685,12685,12685
46578600,80458800,46693800,42961900,44454700,45595800,42558800,37609700,52275300,38066400,46102200,43508500,42083600,48170600,39908900,49858300,40096000,49935400,43403500,45570600,40909400,9084,15403,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084
60282900,86647400,50162100,60036900,56501800,57761600,62909400,62936900,56435800,53408200,53480200,56694800,56679800,65017900,52335400,72123300,53413100,70376800,65498200,54234800,52091900,11134,16772,11134,11134,11134,11134,11134,11134,11134,11134,11134,11134,11134,11134,11134,11134,11134,11134,11134,11134,11134
53583400,78337500,31616400,40073900,41266200,40554900,50540800,37795300,59755300,58597700,41592600,39832200,46845400,39462800,44020500,41873500,47907800,43007600,36826800,44381500,44700500,8967,14054,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967
66541300,77617900,140749000,57141200,66821300,59670400,62537200,54495700,60242200,58153300,64691300,49968600,59972500,70310000,72018900,57640300,107569500,58160700,54301300,64459300,55761400,12860,18656,24776,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860
77111000,80055200,70157700,79924100,70015000,69930000,79189400,69829000,80953700,70247500,79884500,72297600,72752100,79978400,89225500,75996300,92357000,71373800,65953100,76169100,71101400,15754,15824,15927,15952,15987,15987,15987,15987,15987,15987,15987,15987,15902,15922,15922,15922,15922,15922,15922,15922,15922
50331100,48619700,50224900,54612100,50467400,54280500,45367400,86333500,70188100,73456600,47753100,52463400,42937700,56976800,47311100,48544100,47745300,46209300,53878200,52692700,45601900,10597,10660,10747,10769,10798,10798,10798,10798,10798,10798,10798,10798,10723,10740,10740,10740,10740,10740,10740,10740,10740
71356500,53748100,53143600,47055900,52329000,49609800,37926300,50274200,49918600,50069200,54962900,47685100,47222700,49961500,50164300,49865200,50075600,40003800,61758000,52680000,59333800,10418,10481,10572,10590,10619,10619,10619,10619,10619,10619,10619,10619,10544,10561,10561,10561,10561,10561,10561,10561,10561
54323200,59689900,49997200,47011800,43199700,50050000,44414300,35526500,49870800,47227800,42692200,50025200,44661600,45513800,39760500,53402700,36559800,50325000,45365300,44853600,51966200,9328,9389,9479,9494,9525,9525,9525,9525,9525,9525,9525,9525,9525,9453,9469,9469,9469,9469,9469,9469,9469
31395000,35654100,39353300,31799300,41157200,53351600,34503800,37542400,32437500,41201400,33638500,38990500,38342700,37439400,30061600,40071600,36617700,33580200,35872400,24945500,39290300,7159,7216,7288,7307,7330,7330,7330,7330,7330,7330,7330,7330,7264,7278,7278,7278,7278,7278,7278,7278,7278
34371200,36418300,53712500,26402000,27876500,34037500,37146700,24361700,30339200,25110200,24722500,24412800,25459000,30472200,23135900,26643200,29777900,24487300,29618100,21212000,26754800,5312,7153,10537,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312
34566000,47189300,30122500,20153800,34292500,30297900,28063600,29259700,24199100,29103300,26948700,27855300,33128200,24844200,30997400,24908300,27859100,26100100,29789100,26679300,21544700,5118,7504,5085,5118,5118,5118,5118,5118,5118,5118,5118,5118,5118,5118,5118,5118,5118,5118,5118,5118,5118
16295500,9429200,32695100,14355000,13443300,12119200,5539000,19857600,12019800,14674100,11749100,11632100,15967400,12228800,12963200,16722700,19128500,8849000,13054500,11067600,12516300,2066,2434,4032,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066
35440200,51984200,31561000,22239200,31404600,28157600,30122300,26470500,38938000,32957800,21452200,36645700,26784800,25029200,22485200,27229600,20231400,32021800,21963800,28081800,18022600,5431,9579,5455,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431,5431
21787400,37852200,15382000,20085700,13925700,22543300,17646900,13690900,18620200,15467600,16371800,16347400,22920000,17217000,17107900,13447500,21623800,17387700,11881600,21977100,18177000,3109,5626,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109
22931400,17900000,19665000,17954500,16937600,24843100,18114300,17893900,15891700,18233200,23948000,26409900,20568300,19430000,17577600,17859500,19947400,24423700,30134200,28951700,18530800,3101,3150,3204,3237,3237,3237,3237,3237,3237,3237,3182,3182,3192,3192,3202,3400,3512,3686,5398,6077,3101
24240000,23036300,21214600,15907800,29713300,21816800,20446400,22701300,21438000,26411200,25259400,24242200,27666600,20009200,22214800,22333200,21710100,23681700,32110000,40916800,21347900,3543,3590,3662,3706,3706,3706,3706,3706,3706,3706,3654,3654,3663,3663,3663,3781,4024,4145,4680,7002,3543
18369600,18281800,18238900,14966100,12906100,17524100,14166000,15690200,16142500,13748600,15878800,11644100,12348500,10259800,11769300,15402800,14836000,7809700,20269400,19786600,20221000,2345,2388,2389,2459,2459,2459,2459,2459,2459,2459,2426,2428,2428,2428,2428,2428,2489,2526,2777,4160,4446
22688600,16408400,18714100,17239400,19980200,17477200,13580400,23541300,19607300,19841600,18677300,26841400,16610900,21318500,14589900,19848700,18106100,17678500,19722900,28514000,31526300,2907,2950,2955,3088,3105,3105,3105,3105,3105,3105,3105,3064,3066,3066,3066,3066,3073,3087,3228,5227,5676
17325700,14878100,19005600,22801700,10725300,12401700,12083400,12356800,11600100,9832100,10783300,11621500,11645800,11729100,8670400,12119800,10789800,17352000,14071500,15010100,8208900,1916,2126,3331,3785,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916
13245500,12997100,10938300,21951500,0,16316000,2011400,14981900,9129800,9798800,13299000,2523400,14615200,12475300,4947100,13942300,6596600,10026100,9976000,9875900,9651600,1510,1709,1727,2982,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510,1510
11677400,9905000,11931400,10382300,10295000,6092800,9939800,12319700,11211400,10115400,7545300,8222100,8226300,8273900,7559900,8015500,7625800,7269900,8632800,10838400,12109400,1429,1522,2640,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429
8872600,10542500,14785500,7764800,5661900,6112500,3712300,9070000,5537900,9641800,2270100,10030900,0,9988600,5469300,5455800,7035400,3405800,8084100,8209600,4689400,1007,1093,1868,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007
4227500,8066600,6383200,4976800,4019500,2691800,0,8343000,4951600,2670800,4344800,0,7997700,3434000,2012000,4624100,4358500,2010300,3526100,0,8685000,602,688,1133,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
2018900,1524100,2782800,1522500,0,0,0,0,5661400,0,0,0,0,0,0,0,0,10146400,0,0,0,96,133,105,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
9257600,2017200,1014800,2023900,0,4616100,3335500,0,2020200,8043700,514700,2017900,1512900,3574500,0,2016700,2014200,2516000,0,0,0,52,56,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
0,2015600,0,1516400,0,1566600,0,0,0,2024100,510400,702500,2017100,0,957900,642900,766600,0,0,2798700,0,16,22,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
24114700,28184000,32927200,23299100,15827900,19843400,24743200,40186400,21710900,25473000,31027300,29213300,18369800,21285800,23074800,18885600,21985400,17959200,9245300,11693400,17061300,1454,1465,1539,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454
1482430800,1370256000,1253311300,1286470200,1290297000,1182847500,1192484100,1164711600,1194222700,1298119300,1269404400,1541642000,1595478200,1463209500,1377840900,1209849800,1256337200,1213674400,1190186100,1249924400,1383119200,130158,130677,135491,130158,130158,130158,130158,130158,130158,130158,130158,130158,130158,130158,130158,130158,130158,130158,130158,130158,130158
1354554200,1291470600,1269624100,1281893400,1358134300,1303697800,1178841300,1214729000,1379208800,1184000200,1014509100,1116954800,1667013100,1107608200,1138098100,1087595300,1121170500,1194834600,1126837500,1144208700,1302832700,117427,117884,121465,117427,117427,117427,117427,117427,117427,117427,117427,117427,117427,117427,117427,117427,117427,117427,117427,117427,117427
985436100,964330200,958870200,1086963600,1016307200,943452600,956615500,953404500,959834500,955460200,971512500,967181900,948074500,1098220300,969612600,956851900,963592800,980011400,1133835000,1045739600,972538700,101359,101764,103950,101359,101359,101359,101359,101359,101359,101359,101359,101359,101359,101359,101359,101359,101359,101359,101359,101359,101359
970809600,937877700,1119593700,1043338200,1010686800,942337000,898002900,948031300,886337100,873484200,890151000,992336400,990007200,979674600,880163600,883610100,932934600,865279600,971288200,964065400,925666200,95983,96380,98850,95983,95983,95983,95983,95983,95983,95983,95983,95983,95983,95983,95983,95983,95983,95983,95983,95983,95983
880710500,855580100,822475400,1001804200,1198509400,1438538800,1042887200,1002838700,954166000,899811000,870180800,829989200,785477400,811654700,786838800,766279100,784074200,779775300,857732100,786218100,769493700,84922,85239,86514,84922,84922,84922,84922,84922,84922,84922,84922,84922,84922,84922,84922,84922,84922,84922,84922,84922,84922
714348100,659909200,752246500,755675600,775714700,766051400,847467300,794726700,827831800,677750800,722113100,891917700,694871700,855601200,774279300,719775100,774805200,738104000,680950600,751619900,752379900,70626,70910,71644,70626,70626,70626,70626,70626,70626,70626,70626,70626,70626,70626,70626,70626,70626,70626,70626,70626,70626
608135300,606181300,573587000,579067300,562247200,539181200,593255600,674919300,578121800,646106700,553933400,574348200,569308600,606118100,535849100,574468700,557416700,566860000,559646900,602620000,629028900,61531,61793,62079,61531,61531,61531,61531,61531,61531,61531,61531,61531,61531,61531,61531,61531,61531,61531,61531,61531,61531
548253300,690098600,685181900,686984400,463278700,441023400,442046800,431588600,482997200,543181200,576324300,502511500,479251400,468103800,469740700,457997700,598154400,498895000,634618000,532245900,441617500,53384,53854,54146,57070,53384,53384,53384,53384,53384,53384,53384,53384,53384,53384,53384,53384,53384,53384,53384,53384,53384
